R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.27181D+01   0.2755   0.0000    9.285   1.5733 0.17604D-08  1  0   39.04   32.394  0.01417  269.85  270.15    5.080   56.253    7.52  1321.15
 0.27204D+01   0.2752   0.0000    9.350   1.4622 0.16763D-08  1  0   38.00   31.600  0.01407  269.94  269.52    7.632   55.079    7.69  1321.55
 0.27226D+01   0.2749   0.0000    9.425   1.3501 0.15507D-08  1  0   37.84   31.540  0.01406  269.94  268.85   10.010   53.703    7.89  1321.96
 0.27249D+01   0.2747   0.0000    9.506   1.2388 0.13953D-08  1  0   38.55   32.173  0.01414  269.87  268.13   12.191   52.149    8.11  1322.37
 0.27272D+01   0.2744   0.0000    9.593   1.1297 0.12246D-08  1  0   40.06   33.458  0.01430  269.73  267.37   14.159   50.453    8.37  1322.78
 0.27295D+01   0.2741   0.0000    9.684   1.0244 0.10523D-08  1  0   42.31   35.350  0.01453  269.51  266.57   15.914   48.656    8.66  1323.18
 0.27317D+01   0.2739   0.0000    9.779   0.9239 0.88907D-09  1  0   45.24   37.797  0.01485  269.22  265.72   17.461   46.799    8.97  1323.59
 0.27340D+01   0.2736   0.0000    9.877   0.8294 0.74178D-09  1  0   48.77   40.746  0.01524  268.88  264.82   18.807   44.925    9.31  1323.99
 0.27363D+01   0.2733   0.0000    9.976   0.7416 0.61365D-09  1  0   52.83   44.134  0.01573  268.47  263.89   19.962   43.068    9.67  1324.40
 0.27385D+01   0.2731   0.0000   10.077   0.6610 0.50523D-09  1  0   57.34   47.897  0.01630  268.01  262.92   20.937   41.258   10.04  1324.80
 0.27408D+01   0.2728   0.0000   10.177   0.5880 0.41533D-09  1  0   62.23   51.969  0.01696  267.49  261.93   21.739   39.519   10.42  1325.21
 0.27431D+01   0.2725   0.0000   10.277   0.5228 0.34191D-09  1  0   67.41   56.283  0.01771  266.93  260.93   22.377   37.866   10.81  1325.61
 0.27454D+01   0.2723   0.0000   10.376   0.4653 0.28266D-09  1  0   72.80   60.774  0.01857  266.33  259.91   22.861   36.312   11.20  1326.01
 0.27476D+01   0.2720   0.0000   10.473   0.4154 0.23528D-09  1  0   78.34   65.380  0.01953  265.69  258.90   23.197   34.862   11.58  1326.41
 0.27499D+01   0.2717   0.0000   10.568   0.3729 0.19770D-09  1  0   83.94   70.043  0.02061  265.02  257.91   23.395   33.520   11.96  1326.82
 0.27522D+01   0.2715   0.0000   10.660   0.3373 0.16817D-09  1  0   89.55   74.710  0.02181  264.32  256.93   23.463   32.285   12.33  1327.22
 0.27544D+01   0.2712   0.0000   10.750   0.3083 0.14519D-09  1  0   95.10   79.331  0.02313  263.59  255.98   23.409   31.157   12.68  1327.62
 0.27567D+01   0.2710   0.0000   10.836   0.2855 0.12756D-09  1  0  100.55   83.863  0.02457  262.85  255.08   23.240   30.132   13.01  1328.02
 0.27590D+01   0.2707   0.0000   10.919   0.2685 0.11434D-09  1  0  105.84   88.265  0.02616  262.08  254.21   22.962   29.208   13.32  1328.42
 0.27612D+01   0.2704   0.0000   10.998   0.2572 0.10477D-09  1  0  110.94   92.503  0.02788  261.30  253.39   22.581   28.382   13.60  1328.82
 0.27635D+01   0.2702   0.0000   11.073   0.2511 0.98284D-10  1  0  115.80   96.545  0.02973  260.52  252.64   22.100   27.652   13.85  1329.22
 0.27658D+01   0.2699   0.0000   11.142   0.2503 0.94477D-10  1  0  120.39  100.361  0.03171  259.72  251.95   21.522   27.018   14.07  1329.61
 0.27681D+01   0.2696   0.0000   11.206   0.2547 0.93053D-10  1  0  124.68  103.926  0.03380  258.93  251.33   20.849   26.483   14.25  1330.01
 0.27703D+01   0.2694   0.0000   11.261   0.2644 0.93830D-10  1  0  128.64  107.217  0.03598  258.15  250.81   20.080   26.051   14.38  1330.41
 0.27726D+01   0.2691   0.0000   11.307   0.2796 0.96709D-10  1  0  132.25  110.210  0.03821  257.39  250.38   19.217   25.729   14.46  1330.81
 0.27749D+01   0.2689   0.0000   11.341   0.3005 0.10166D-09  1  0  135.48  112.886  0.04044  256.67  250.07   18.260   25.527   14.48  1331.20
 0.27771D+01   0.2686   0.0000   11.359   0.3275 0.10872D-09  1  0  138.31  115.226  0.04261  255.99  249.89   17.208   25.457   14.43  1331.60
 0.27794D+01   0.2683   0.0000   11.359   0.3610 0.11796D-09  1  0  140.73  117.213  0.04464  255.37  249.86   16.066   25.533   14.31  1331.99
 0.27817D+01   0.2681   0.0000   11.338   0.4014 0.12950D-09  1  0  142.71  118.834  0.04644  254.84  249.99   14.835   25.769   14.12  1332.39
 0.27839D+01   0.2678   0.0000   11.292   0.4489 0.14347D-09  1  0  144.24  120.075  0.04791  254.41  250.29   13.519   26.180   13.85  1332.78
 0.27862D+01   0.2676   0.0000   11.221   0.5040 0.16003D-09  1  0  145.31  120.926  0.04898  254.11  250.77   12.124   26.778   13.50  1333.17
 0.27885D+01   0.2673   0.0000   11.123   0.5668 0.17935D-09  1  0  145.91  121.375  0.04956  253.95  251.44   10.655   27.573   13.10  1333.57
 0.27908D+01   0.2671   0.0000   11.000   0.6373 0.20161D-09  1  0  146.04  121.416  0.04961  253.93  252.27    9.119   28.570   12.64  1333.96
 0.27930D+01   0.2668   0.0000   10.856   0.7156 0.22701D-09  1  0  145.71  121.037  0.04912  254.07  253.27    7.521   29.769   12.14  1334.35
 0.27953D+01   0.2665   0.0000   10.695   0.8012 0.25574D-09  1  0  144.90  120.230  0.04810  254.36  254.40    5.867   31.163   11.63  1334.74
 0.27976D+01   0.2663   0.0000   10.522   0.8937 0.28802D-09  1  0  143.40  118.983  0.04661  254.79  255.66    4.164   32.740   11.11  1335.13
 0.27998D+01   0.2660   0.0000   10.343   0.9924 0.32409D-09  1  0  141.35  117.285  0.04472  255.35  257.01    2.422   34.481   10.60  1335.52
 0.28021D+01   0.2658   0.0000   10.162   1.0963 0.36425D-09  1  0  138.75  115.123  0.04251  256.02  258.43    0.651   36.362   10.11  1335.91
 0.28044D+01   0.2655   0.0000    9.985   1.2044 0.40881D-09  1  0  135.57  112.486  0.04009  256.78  261.74    0.000   39.332    8.96  1336.30
 0.28066D+01   0.2653   0.0000    9.830   1.3152 0.45770D-09  1  0  131.97  109.500  0.03765  257.58  263.63    0.000   42.950    8.42  1336.69
 0.28089D+01   0.2650   0.0000    9.730   1.4272 0.50947D-09  1  0  128.41  106.547  0.03551  258.32  265.43    0.000   46.609    7.95  1337.08
 0.28112D+01   0.2647   0.0000    9.654   1.5388 0.56376D-09  1  0  124.88  103.617  0.03360  259.00  267.11    0.000   50.253    7.54  1337.47
 0.28135D+01   0.2645   0.0000    9.593   1.6482 0.62012D-09  1  0  121.37  100.705  0.03190  259.65  268.67    0.000   53.826    7.18  1337.85
 0.28157D+01   0.2642   0.0000    9.541   1.7535 0.67802D-09  1  0  117.87   97.805  0.03035  260.26  270.10    0.000   57.266    6.87  1338.24
 0.28180D+01   0.2640   0.0000    9.496   1.8530 0.73688D-09  1  0   65.69   94.917  0.02895  260.84  271.39   -0.358   60.198    6.86  1338.63
 0.28203D+01   0.2637   0.0000    9.454   1.9447 0.79628D-09  1  1   96.36   92.010  0.02766  261.40  272.52   -1.219   62.430    6.65  1339.01
 0.28225D+01   0.2635   0.0000    9.397   2.0270 0.85761D-09  1  1   98.05   88.861  0.02639  261.98  273.50   -2.016   64.404    6.49  1339.40
 0.28248D+01   0.2632   0.0000    9.336   2.0982 0.92096D-09  1  1   96.24   85.467  0.02513  262.57  274.31   -2.739   66.075    6.36  1339.78
 0.28271D+01   0.2630   0.0000    9.276   2.1570 0.98622D-09  1  1   93.16   81.855  0.02391  263.18  274.93   -3.376   67.410    6.27  1340.17
 0.28293D+01   0.2627   0.0000    9.218   2.2021 0.10533D-08  1  1   89.41   78.051  0.02274  263.80  275.38   -3.915   68.383    6.22  1340.55
 0.28316D+01   0.2625   0.0000    9.164   2.2327 0.11221D-08  1  1   85.22   74.090  0.02164  264.42  275.63   -4.336   68.981    6.21  1340.94
 0.28339D+01   0.2622   0.0000    9.115   2.2481 0.11925D-08  1  1   80.75   70.012  0.02060  265.03  275.69   -4.620   69.203    6.23  1341.32
 0.28361D+01   0.2620   0.0000    9.072   2.2480 0.12642D-08  1  1   76.09   65.863  0.01964  265.63  275.56   -4.745   69.061    6.28  1341.70
 0.28384D+01   0.2617   0.0000    9.037   2.2324 0.13365D-08  1  1   71.33   61.700  0.01876  266.21  275.26   -4.689   68.579    6.37  1342.08
 0.28407D+01   0.2615   0.0000    9.009   2.2016 0.14085D-08  1  1   66.55   57.584  0.01795  266.76  274.78   -4.430   67.790    6.48  1342.46
 0.28430D+01   0.2612   0.0000    8.990   2.1563 0.14786D-08  1  1   61.84   53.585  0.01723  267.29  274.16   -3.947   66.738    6.62  1342.84
 0.28452D+01   0.2610   0.0000    8.980   2.0973 0.15444D-08  1  1   57.25   49.776  0.01659  267.77  273.41   -3.226   65.471    6.78  1343.22
 0.28475D+01   0.2607   0.0000    8.980   2.0260 0.16024D-08  1  1   52.70   46.236  0.01604  268.21  272.55   -2.257   64.038    6.97  1343.60
 0.28498D+01   0.2604   0.0000    8.991   1.9436 0.16480D-08  1  1   47.31   43.040  0.01557  268.60  271.62   -1.042   62.486    7.18  1343.98
 0.28520D+01   0.2602   0.0000    9.008   1.8517 0.16788D-08  1  0   48.42   40.179  0.01517  268.94  270.64    0.000   60.473    7.45  1344.36
 0.28543D+01   0.2600   0.0000    9.017   1.7522 0.17022D-08  1  0   45.11   37.430  0.01480  269.27  271.02    0.102   57.319    7.33  1344.74
 0.28566D+01   0.2597   0.0000    9.048   1.6468 0.16979D-08  1  0   42.44   35.217  0.01452  269.52  270.49    2.853   56.505    7.46  1345.12
 0.28588D+01   0.2595   0.0000    9.103   1.5373 0.16495D-08  1  0   40.75   33.812  0.01434  269.69  269.90    5.509   55.479    7.61  1345.49
 0.28611D+01   0.2592   0.0000    9.170   1.4257 0.15583D-08  1  0   39.89   33.177  0.01426  269.76  269.25    8.023   54.246    7.79  1345.87
 0.28634D+01   0.2590   0.0000    9.247   1.3137 0.14318D-08  1  0   39.92   33.274  0.01427  269.75  268.56   10.361   52.825    8.00  1346.25
 0.28657D+01   0.2587   0.0000    9.330   1.2029 0.12814D-08  1  0   40.82   34.061  0.01437  269.66  267.82   12.498   51.242    8.24  1346.62
 0.28679D+01   0.2585   0.0000    9.419   1.0949 0.11203D-08  1  0   42.51   35.495  0.01455  269.49  267.04   14.424   49.533    8.50  1347.00
 0.28702D+01   0.2582   0.0000    9.513   0.9910 0.96032D-09  1  0   44.93   37.528  0.01481  269.26  266.21   16.138   47.736    8.80  1347.37
 0.28725D+01   0.2580   0.0000    9.609   0.8924 0.81051D-09  1  0   48.02   40.107  0.01516  268.95  265.34   17.644   45.894    9.12  1347.75
 0.28747D+01   0.2577   0.0000    9.708   0.8000 0.67631D-09  1  0   51.69   43.173  0.01559  268.59  264.43   18.951   44.044    9.47  1348.12
 0.28770D+01   0.2575   0.0000    9.809   0.7145 0.56010D-09  1  0   55.87   46.663  0.01610  268.16  263.47   20.068   42.220    9.83  1348.49
 0.28793D+01   0.2572   0.0000    9.911   0.6364 0.46200D-09  1  0   60.49   50.512  0.01671  267.68  262.49   21.003   40.448   10.20  1348.87
 0.28815D+01   0.2570   0.0000   10.012   0.5659 0.38075D-09  1  0   65.46   54.650  0.01742  267.15  261.48   21.766   38.750   10.59  1349.24
 0.28838D+01   0.2567   0.0000   10.113   0.5032 0.31444D-09  1  0   70.69   59.013  0.01822  266.57  260.47   22.365   37.140   10.98  1349.61
 0.28861D+01   0.2565   0.0000   10.213   0.4482 0.26092D-09  1  0   76.12   63.533  0.01914  265.95  259.45   22.809   35.628   11.36  1349.98
 0.28884D+01   0.2562   0.0000   10.310   0.4008 0.21813D-09  1  0   81.67   68.152  0.02016  265.30  258.43   23.106   34.221   11.75  1350.35
 0.28906D+01   0.2560   0.0000   10.406   0.3605 0.18422D-09  1  0   87.27   72.810  0.02130  264.61  257.43   23.265   32.919   12.12  1350.72
 0.28929D+01   0.2558   0.0000   10.499   0.3271 0.15760D-09  1  0   92.85   77.455  0.02257  263.89  256.46   23.294   31.722   12.49  1351.09
 0.28952D+01   0.2555   0.0000   10.589   0.3002 0.13695D-09  1  0   98.36   82.040  0.02397  263.15  255.51   23.202   30.630   12.84  1351.46
 0.28974D+01   0.2553   0.0000   10.676   0.2793 0.12119D-09  1  0  103.75   86.522  0.02551  262.39  254.61   22.995   29.639   13.16  1351.83
 0.28997D+01   0.2550   0.0000   10.759   0.2642 0.10947D-09  1  0  108.96   90.861  0.02718  261.61  253.75   22.680   28.745   13.47  1352.20
 0.29020D+01   0.2548   0.0000   10.839   0.2546 0.10114D-09  1  0  113.97   95.023  0.02900  260.82  252.94   22.261   27.948   13.74  1352.57
 0.29043D+01   0.2545   0.0000   10.913   0.2503 0.95701D-10  1  0  118.72   98.978  0.03096  260.02  252.20   21.742   27.245   13.99  1352.93
 0.29065D+01   0.2543   0.0000   10.983   0.2512 0.92786D-10  1  0  123.20  102.696  0.03305  259.21  251.52   21.124   26.639   14.20  1353.30
 0.29088D+01   0.2541   0.0000   11.045   0.2573 0.92155D-10  1  0  127.36  106.153  0.03524  258.41  250.92   20.411   26.131   14.37  1353.67
 0.29111D+01   0.2538   0.0000   11.100   0.2687 0.93657D-10  1  0  131.18  109.325  0.03752  257.62  250.42   19.602   25.728   14.49  1354.03
 0.29133D+01   0.2536   0.0000   11.143   0.2857 0.97226D-10  1  0  134.64  112.190  0.03984  256.86  250.02   18.698   25.438   14.56  1354.40
 0.29156D+01   0.2533   0.0000   11.173   0.3086 0.10286D-09  1  0  137.71  114.730  0.04213  256.13  249.75   17.700   25.272   14.56  1354.76
 0.29179D+01   0.2531   0.0000   11.186   0.3377 0.11060D-09  1  0  140.37  116.926  0.04433  255.46  249.61   16.609   25.242   14.49  1355.13
 0.29201D+01   0.2528   0.0000   11.179   0.3734 0.12054D-09  1  0  142.60  118.763  0.04636  254.86  249.63   15.429   25.365   14.35  1355.49
 0.29224D+01   0.2526   0.0000   11.149   0.4161 0.13281D-09  1  0  144.40  120.229  0.04810  254.36  249.81   14.164   25.654   14.12  1355.85
 0.29247D+01   0.2524   0.0000   11.092   0.4660 0.14754D-09  1  0  145.74  121.311  0.04948  253.97  250.18   12.819   26.124   13.82  1356.22
 0.29270D+01   0.2521   0.0000   11.009   0.5236 0.16491D-09  1  0  146.62  122.000  0.05039  253.71  250.72   11.399   26.787   13.45  1356.58
 0.29292D+01   0.2519   0.0000   10.899   0.5889 0.18507D-09  1  0  147.04  122.289  0.05078  253.60  251.45    9.910   27.652   13.02  1356.94
 0.29315D+01   0.2516   0.0000   10.765   0.6620 0.20823D-09  1  0  146.99  122.168  0.05062  253.65  252.35    8.358   28.721   12.54  1357.30
 0.29338D+01   0.2514   0.0000   10.611   0.7427 0.23456D-09  1  0  146.49  121.630  0.04990  253.85  253.41    6.748   29.992   12.03  1357.66
 0.29360D+01   0.2512   0.0000   10.441   0.8306 0.26426D-09  1  0  145.42  120.664  0.04865  254.20  254.60    5.087   31.457   11.50  1358.02
 0.29383D+01   0.2509   0.0000   10.262   0.9252 0.29755D-09  1  0  143.73  119.260  0.04693  254.69  255.91    3.381   33.100   10.98  1358.38
 0.29406D+01   0.2507   0.0000   10.079   1.0257 0.33467D-09  1  0  141.50  117.405  0.04484  255.31  257.30    1.639   34.900   10.47  1358.74
 0.29428D+01   0.2505   0.0000    9.897   1.1312 0.37593D-09  1  0  138.70  115.087  0.04248  256.03  260.34    0.000   36.941    9.36  1359.10
 0.29451D+01   0.2502   0.0000    9.720   1.2403 0.42165D-09  1  0  135.34  112.299  0.03993  256.83  262.28    0.000   40.504    8.77  1359.46
 0.29474D+01   0.2500   0.0000    9.592   1.3516 0.47085D-09  1  0  131.83  109.385  0.03757  257.61  264.15    0.000   44.141    8.26  1359.82
 0.29497D+01   0.2497   0.0000    9.504   1.4637 0.52270D-09  1  0  128.36  106.503  0.03548  258.33  265.92    0.000   47.801    7.80  1360.17
 0.29519D+01   0.2495   0.0000    9.435   1.5748 0.57682D-09  1  0  124.91  103.642  0.03362  259.00  267.57    0.000   51.429    7.41  1360.53
 0.29542D+01   0.2493   0.0000    9.378   1.6831 0.63271D-09  1  0  121.48  100.795  0.03195  259.63  269.10    0.000   54.965    7.06  1360.89
 0.29565D+01   0.2490   0.0000    9.329   1.7867 0.68981D-09  1  0  118.06   97.961  0.03043  260.23  270.49    0.000   58.349    6.77  1361.24
 0.29587D+01   0.2488   0.0000    9.287   1.8838 0.74752D-09  1  1   89.17   95.137  0.02906  260.80  271.73   -0.692   60.911    6.78  1361.60
 0.29610D+01   0.2486   0.0000    9.241   1.9726 0.80607D-09  1  1   99.14   92.210  0.02775  261.36  272.83   -1.518   63.078    6.58  1361.95
 0.29633D+01   0.2483   0.0000    9.181   2.0515 0.86646D-09  1  1   99.09   89.026  0.02645  261.95  273.76   -2.277   64.972    6.43  1362.31
 0.29655D+01   0.2481   0.0000    9.120   2.1188 0.92852D-09  1  1   96.79   85.611  0.02518  262.55  274.52   -2.959   66.551    6.31  1362.66
 0.29678D+01   0.2479   0.0000    9.061   2.1732 0.99210D-09  1  1   93.52   81.990  0.02395  263.16  275.10   -3.552   67.784    6.24  1363.01
 0.29701D+01   0.2476   0.0000    9.004   2.2137 0.10571D-08  1  1   89.67   78.191  0.02279  263.78  275.50   -4.041   68.649    6.20  1363.37
 0.29724D+01   0.2474   0.0000    8.952   2.2394 0.11232D-08  1  1   85.45   74.251  0.02168  264.39  275.70   -4.408   69.135    6.19  1363.72
 0.29746D+01   0.2472   0.0000    8.906   2.2498 0.11902D-08  1  1   80.98   70.210  0.02065  265.00  275.71   -4.634   69.246    6.22  1364.07
 0.29769D+01   0.2469   0.0000    8.866   2.2446 0.12576D-08  1  1   76.35   66.117  0.01970  265.59  275.54   -4.696   68.997    6.29  1364.42
 0.29792D+01   0.2467   0.0000    8.833   2.2240 0.13247D-08  1  1   71.65   62.028  0.01882  266.16  275.19   -4.573   68.414    6.38  1364.77
 0.29814D+01   0.2465   0.0000    8.808   2.1884 0.13902D-08  1  1   66.96   58.006  0.01803  266.71  274.68   -4.245   67.533    6.50  1365.12
 0.29837D+01   0.2462   0.0000    8.792   2.1385 0.14524D-08  1  1   62.33   54.121  0.01733  267.22  274.03   -3.693   66.398    6.65  1365.47
 0.29860D+01   0.2460   0.0000    8.786   2.0754 0.15086D-08  1  1   57.79   50.445  0.01670  267.69  273.25   -2.905   65.057    6.82  1365.82
 0.29882D+01   0.2458   0.0000    8.789   2.0002 0.15553D-08  1  1   53.13   47.056  0.01617  268.11  272.38   -1.875   63.559    7.02  1366.17
 0.29905D+01   0.2455   0.0000    8.803   1.9146 0.15881D-08  1  1   45.39   44.025  0.01571  268.48  271.43   -0.608   61.951    7.23  1366.52
 0.29928D+01   0.2453   0.0000    8.820   1.8200 0.16070D-08  1  0   49.76   41.285  0.01532  268.81  270.45    0.000   59.438    7.51  1366.87
 0.29950D+01   0.2451   0.0000    8.828   1.7184 0.16193D-08  1  0   46.54   38.617  0.01496  269.13  270.79    0.576   56.666    7.40  1367.22
 0.29973D+01   0.2448   0.0000    8.863   1.6114 0.16014D-08  1  0   44.07   36.570  0.01469  269.37  270.24    3.307   55.780    7.54  1367.56
 0.29996D+01   0.2446   0.0000    8.921   1.5011 0.15429D-08  1  0   42.58   35.329  0.01453  269.51  269.63    5.932   54.689    7.70  1367.91
 0.30019D+01   0.2444   0.0000    8.991   1.3892 0.14468D-08  1  0   41.90   34.855  0.01447  269.57  268.97    8.409   53.404    7.90  1368.26
 0.30041D+01   0.2441   0.0000    9.069   1.2774 0.13209D-08  1  0   42.13   35.111  0.01450  269.54  268.26   10.704   51.943    8.11  1368.60
 0.30064D+01   0.2439   0.0000    9.155   1.1673 0.11763D-08  1  0   43.21   36.052  0.01462  269.43  267.50   12.797   50.335    8.36  1368.95
 0.30087D+01   0.2437   0.0000    9.246   1.0605 0.10248D-08  1  0   45.09   37.635  0.01483  269.24  266.69   14.681   48.616    8.64  1369.29
 0.30109D+01   0.2435   0.0000    9.341   0.9583 0.87670D-09  1  0   47.67   39.807  0.01512  268.99  265.84   16.353   46.824    8.94  1369.64
 0.30132D+01   0.2432   0.0000    9.439   0.8616 0.73936D-09  1  0   50.91   42.513  0.01549  268.67  264.95   17.818   44.998    9.27  1369.98
